release_version,sample_id,question_zh,food_entity_original,food_category_code,food_category_name,category_mapping_source,category_mapping_note,gold_items,recipe_gold_label,additive_count,bucket_primary,bucket_multi,difficulty_level,correction_applied
partial-dataset-v1.0.0,125,请核查以下腌腊肉制品配方的合规性：ε-聚赖氨酸盐酸盐 0.18g/kg、蔗糖脂肪酸酯 2g/kg、亚麻籽胶 0.50g/kg。,腌腊肉制品类(如咸肉、腊肉、板鸭、中式火腿、腊肠),08.02.02,腌腊肉制品类(如咸肉、腊肉、板鸭、中式火腿、腊肠),category_name_exact,,ε-聚赖氨酸盐酸盐: SAFE | 蔗糖脂肪酸酯: RISK_OVERLIMIT | 亚麻籽胶: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,126,请核查以下月饼配方的合规性：阿斯巴甜 1.50g/kg、安赛蜜 0.6g/kg、氧化淀粉 0.50g/kg。,月饼,07.02.03,月饼,category_name_exact,,阿斯巴甜: SAFE | 安赛蜜: RISK_OVERLIMIT | 氧化淀粉: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,127,请核查以下酱卤肉配方是否合规：ε-聚赖氨酸 0.2g/kg，β-环状糊精 1.5g/kg，酸处理淀粉0.50g/kg。,酱卤肉类,08.03.01.02,酱卤肉类,category_name_exact,,ε-聚赖氨酸: SAFE | β-环状糊精: RISK_OVERLIMIT | 酸处理淀粉: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,128,请核查以下其他冷冻饮品配方的合规性：聚甘油脂肪酸酯 6.00g/kg，柠檬黄及其铝色淀 0.15g/kg，5'-呈味核苷酸二钠 0.50g/kg。,其他冷冻饮品,03.05,其他冷冻饮品,category_name_exact,,"聚甘油脂肪酸酯: SAFE | 柠檬黄及其铝色淀(包括柠檬黄,柠檬黄铝色淀): RISK_OVERLIMIT | 5'-呈味核苷酸二钠: RISK_FORBIDDEN",RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,129,请核查以下虾味片配方的合规性：可溶性大豆多糖 8.5g/kg，柠檬黄及其铝色淀 0.2g/kg，抗坏血酸钙 0.50g/kg。,虾味片,06.05.02.02,虾味片,category_name_exact,,可溶性大豆多糖: SAFE | 柠檬黄及其铝色淀: RISK_OVERLIMIT | 抗坏血酸钙: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,130,请核查以下调味酱配方的合规性：爱德万甜 0.0004g/kg、苯甲酸及其钠盐 1.2g/kg、亚铁氰化钾 0.50g/kg。,调味酱,12.10.02.02,调味酱,category_name_exact,,爱德万甜: SAFE | 苯甲酸及其钠盐: RISK_OVERLIMIT | 亚铁氰化钾: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,131,请核查以下蛋黄酱配方的合规性：聚甘油脂肪酸酯 6.00g/kg、栀子黄 2.11g/kg、没食子酸丙酯 0.50g/kg。,蛋黄酱、沙拉酱,12.10.02.01,蛋黄酱、沙拉酱,category_name_exact,,"聚甘油脂肪酸酯: SAFE | 栀子黄: RISK_OVERLIMIT | 没食子酸丙酯(简称""PG""): RISK_FORBIDDEN",RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,132,请核查以下鲜味剂配方的合规性：ε-聚赖氨酸盐酸盐 0.40g/kg、安赛蜜 0.6g/kg、甘草抗氧化物 0.50g/kg。,鲜味剂和助鲜剂,12.02,鲜味剂和助鲜剂,category_name_exact,,ε-聚赖氨酸盐酸盐: SAFE | 安赛蜜: RISK_OVERLIMIT | 甘草抗氧化物: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,133,请核查以下糕点上彩装配方的合规性：三氯蔗糖 0.15g/kg、胭脂树橙 0.85g/kg、田菁胶 0.50g/kg。,糕点上彩装,07.02.04,糕点上彩装,category_name_exact,,三氯蔗糖: SAFE | 胭脂树橙: RISK_OVERLIMIT | 田菁胶: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,134,请核查以下人造黄油的配方是否合规：迷迭香提取物 0.60g/kg、β-胡萝卜素 1.5g/kg、姜黄 0.50g/kg。,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),02.02.01.02,人造黄油(人造奶油)及其类似制品(如黄油和人造黄油混合品),category_name_exact,,迷迭香提取物: SAFE | β-胡萝卜素: RISK_OVERLIMIT | 姜黄: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,135,请核查以下调味酱配方的合规性：迷迭香提取物 0.18g/kg，海藻酸丙二醇酯 10g/kg，松香季戊四醇酯 0.50g/kg。,调味酱,12.10.02.02,调味酱,category_name_exact,,迷迭香提取物: SAFE | 海藻酸丙二醇酯: RISK_OVERLIMIT | 松香季戊四醇酯: RISK_FORBIDDEN,RISK,3,H-type,H-type|N-type|O-type,L3_MIXED,False
partial-dataset-v1.0.0,136,请核查以下植物油配方的合规性：维生素E 5.00g/kg。,植物油,02.01.01.01,植物油,category_name_exact,,"维生素E(包括dl-α-生 育 酚,d-α-生 育 酚,混合生育酚浓缩物): SAFE_QS",SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,137,请核查以下无水黄油配方的合规性：维生素E 5.00g/kg。,"无水黄油,无水乳脂",02.01.03,"无水黄油,无水乳脂",category_name_exact,,"维生素E(包括dl-α-生 育 酚,d-α-生 育 酚,混合生育酚浓缩物): SAFE_QS",SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,138,请核查以下胶原蛋白肠衣配方的合规性：胭脂树橙 5.00g/kg。,胶原蛋白肠衣,16.03,胶原蛋白肠衣,category_name_exact,,胭脂树橙: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,139,请核查以下调味糖浆配方的合规性：爱德万甜 2.00g/kg。,调味糖浆,11.05,调味糖浆,category_name_exact,,爱德万甜: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,140,请核查以下果酱配方的合规性：淀粉磷酸酯钠 2.00g/kg。,果酱,04.01.02.05,果酱,category_name_exact,,淀粉磷酸酯钠: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,141,请核查以下氢化植物油配方的合规性：维生素E 5.00g/kg。,氢化植物油,02.01.01.02,氢化植物油,category_name_exact,,"维生素E(包括dl-α-生 育 酚,d-α-生 育 酚,混合生育酚浓缩物): SAFE_QS",SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,142,请核查以下巧克力制品包衣配方的合规性：二氧化钛 3.00g/kg。,巧克力制品包衣,05.03,糖果和巧克力制品包衣,manual_mapping_or_correction,alias mapping: chocolate coating,二氧化钛: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,143,请核查以下叉烧肉配方的合规性：富马酸 5.00g/kg。,叉烧肉,08.03.02,熏、烧、烤肉类(熏肉、叉烧肉、烤鸭、肉脯等),category_synonym_exact,,富马酸: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,144,请核查以下肉灌肠类配方的合规性：富马酸 5.00g/kg。,肉灌肠类,08.03.05,肉灌肠类,category_name_exact,,富马酸: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,145,请核查以下动物油脂配方的合规性：维生素E 5.00g/kg。,动物油脂(包括猪油、牛油、鱼油和其他动物脂肪等),02.01.02,动物油脂(包括猪油、牛油、鱼油和其他动物脂肪等),category_name_exact,,"维生素E(包括dl-α-生 育 酚,d-α-生 育 酚,混合生育酚浓缩物): SAFE_QS",SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,146,请核查以下焙烤食品配方的合规性：富马酸一钠 1.00g/kg。,焙烤食品,07.0,焙烤食品,category_name_exact,,富马酸一钠: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,147,请核查以下卤蛋配方的合规性：红曲黄色素 2.00g/kg。,卤蛋,10.02.01,卤蛋,category_name_exact,,红曲黄色素: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,148,请核查以下果冻配方的合规性：红曲黄色素 5.00g/kg。,果冻,16.01,果冻,category_name_exact,,红曲黄色素: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,149,请核查以下焙烤食品配方的合规性：姜黄 5.00g/kg。,焙烤食品,07.0,焙烤食品,category_name_exact,,姜黄: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
partial-dataset-v1.0.0,150,请核查以下装饰性果蔬配方的合规性：姜黄 2.50g/kg。,装饰性果蔬,04.01.02.09,装饰性果蔬,category_name_exact,,姜黄: SAFE_QS,SAFE,1,QS-type,QS-type,L4_QS_REVIEW,False
